imgPr_cal_t,reduce_right_lines_cal_t,reduce_left_lines_cal_t,left_right_cal_t,cl_cal_t,display_t,Lane_cl_t
"0.0179593563079834","0.0009970664978027344","0.0","0.004912614822387695","0.0009961128234863281","no-display-screen","0.2894608974456787"
"0.010867118835449219","0.0007560253143310547","0.0009541511535644531","0.005972862243652344","0.0","no-display-screen","0.08081769943237305"
"0.019208669662475586","0.000997304916381836","0.0","0.005669116973876953","0.00046515464782714844","0.27048635482788086","0.37204504013061523"
"0.017909526824951172","0.0","0.0","0.005020618438720703","0.0009992122650146484","no-display-screen","0.312514066696167"
"0.014541149139404297","0.001001119613647461","0.0015420913696289062","0.006091594696044922","0.0004458427429199219","no-display-screen","0.022076129913330078"
"0.01727771759033203","0.0","0.0","0.0029931068420410156","0.0","0.23716115951538086","0.2730684280395508"
"0.01877760887145996","0.0","0.0010089874267578125","0.008695602416992188","0.001089334487915039","no-display-screen","0.2985835075378418"
"0.01820516586303711","0.0","0.0009930133819580078","0.008506536483764648","0.0","no-display-screen","0.11783885955810547"
"0.018940210342407227","smaller than MIN_SIZE_REDUCE","smaller than MIN_SIZE_REDUCE","0.0014064311981201172","0.0","0.27868199348449707","0.32235240936279297"
"0.01675248146057129","0.0","0.0010042190551757812","0.00799560546875","0.0","no-display-screen","0.3140275478363037"
"0.013217449188232422","0.00199127197265625","0.0004849433898925781","0.0070400238037109375","0.0003104209899902344","no-display-screen","0.0667872428894043"
"0.030124664306640625","0.0","0.0","0.0028002262115478516","0.0","0.15647292137145996","0.24721693992614746"
"0.016423940658569336","smaller than MIN_SIZE_REDUCE","0.0","0.004988431930541992","0.0009992122650146484","no-display-screen","0.06517529487609863"
"0.01755547523498535","smaller than MIN_SIZE_REDUCE","0.0010013580322265625","0.002024412155151367","0.0005178451538085938","no-display-screen","0.03264737129211426"
"0.012626409530639648","0.0008606910705566406","0.0","0.008375406265258789","0.0","0.14980030059814453","0.18398427963256836"
"0.01648688316345215","smaller than MIN_SIZE_REDUCE","0.0009980201721191406","0.003993034362792969","0.0","no-display-screen","0.09262323379516602"
"0.005887746810913086","0.0","0.0","0.001994609832763672","0.0","no-display-screen","0.009069681167602539"
"0.008360624313354492","0.0011639595031738281","0.0","0.0027577877044677734","0.0","0.11763167381286621","0.15209412574768066"
"0.015118598937988281","0.0009808540344238281","0.0","0.0077593326568603516","0.0","no-display-screen","0.051897525787353516"
"0.007050991058349609","smaller than MIN_SIZE_REDUCE","0.0","0.00116729736328125","0.0","no-display-screen","0.009239435195922852"
"0.007888555526733398","smaller than MIN_SIZE_REDUCE","0.0009975433349609375","0.0029900074005126953","0.0","0.08183097839355469","0.11486482620239258"
"0.014148950576782227","0.0","0.0009572505950927734","0.0074808597564697266","0.0","no-display-screen","0.0832223892211914"
"0.006125688552856445","0.00099945068359375","0.0","0.002015352249145508","0.0","no-display-screen","0.009358644485473633"
"0.005425930023193359","0.0","0.0","0.0015594959259033203","0.0","0.10362029075622559","0.13318634033203125"
"0.012511253356933594","0.0","0.0","0.0029959678649902344","0.0","no-display-screen","0.07086777687072754"
"0.006976604461669922","0.0","0.0","0.0010068416595458984","0.0","no-display-screen","0.01005411148071289"
"0.005980253219604492","0.0","0.0010368824005126953","0.0020339488983154297","0.0","0.0724337100982666","0.0984041690826416"
"0.016122102737426758","0.0","0.00099945068359375","0.003993988037109375","0.001043081283569336","no-display-screen","0.07218480110168457"
"0.006987333297729492","0.0","0.0","0.0","0.0","no-display-screen","0.01005697250366211"
"0.008897066116333008","smaller than MIN_SIZE_REDUCE","0.0","0.0020105838775634766","0.0","0.07346916198730469","0.10090017318725586"
"0.016556262969970703","0.0","0.0009968280792236328","0.004912376403808594","0.0","no-display-screen","0.055956125259399414"
"0.005975246429443359","0.0009987354278564453","0.0","0.0015065670013427734","0.0","no-display-screen","0.008716344833374023"
"0.0091094970703125","0.0","0.0","0.0030133724212646484","0.0","0.10185074806213379","0.12163496017456055"
"0.015517473220825195","smaller than MIN_SIZE_REDUCE","0.0","0.007378339767456055","0.0","no-display-screen","0.09333014488220215"
"0.006556272506713867","smaller than MIN_SIZE_REDUCE","0.0","0.0010941028594970703","0.0","no-display-screen","0.008651018142700195"
"0.00923299789428711","0.0","0.0","0.0019943714141845703","0.0","0.0651702880859375","0.09424805641174316"
"0.014778375625610352","0.000993967056274414","0.0005834102630615234","0.006942272186279297","0.0","no-display-screen","0.0727074146270752"
"0.0062296390533447266","0.0","0.0","0.0009958744049072266","0.0","no-display-screen","0.00873112678527832"
"0.006062746047973633","0.0","0.0","0.0009980201721191406","0.0","0.09607648849487305","0.12188458442687988"
"0.015515804290771484","0.0","0.0009965896606445312","0.006651163101196289","0.0","no-display-screen","0.07996392250061035"
"0.008038997650146484","0.0","0.0","0.001504659652709961","0.0","no-display-screen","0.010545492172241211"
"0.007651805877685547","0.0","0.000997781753540039","0.0030090808868408203","0.0","0.07360625267028809","0.1072695255279541"
"0.013072013854980469","0.0","0.0","0.00458073616027832","0.00029778480529785156","no-display-screen","0.06467270851135254"
"0.015963315963745117","0.0","0.0010037422180175781","0.004448652267456055","0.0009989738464355469","no-display-screen","0.03349709510803223"
"0.013783931732177734","0.0","0.0","0.0034990310668945312","0.0005152225494384766","0.14383816719055176","0.18264198303222656"
"0.017866134643554688","0.0","0.0","0.0044498443603515625","0.0","no-display-screen","0.3154773712158203"
"0.012763261795043945","0.0","0.0","0.0009980201721191406","0.0010004043579101562","no-display-screen","0.07215046882629395"
"0.019587993621826172","smaller than MIN_SIZE_REDUCE","0.0","0.0016109943389892578","0.0","0.26371121406555176","0.349135160446167"
"0.014600753784179688","0.001298666000366211","0.0","0.006028652191162109","0.0009722709655761719","no-display-screen","0.3021352291107178"
"0.019266128540039062","smaller than MIN_SIZE_REDUCE","0.0","0.001977205276489258","0.0009407997131347656","no-display-screen","0.1387028694152832"
"0.020852088928222656","0.0","0.0009961128234863281","0.0042972564697265625","0.0","0.14301395416259766","0.38040924072265625"
"0.016327857971191406","0.0","0.0","0.00744318962097168","0.0","no-display-screen","0.30959010124206543"
"0.012010335922241211","0.0","0.0","0.0019915103912353516","0.0","no-display-screen","0.05109429359436035"
"0.014440298080444336","9.846687316894531e-05","0.000926971435546875","0.0074880123138427734","0.0","0.23984432220458984","0.2737858295440674"
"0.016300201416015625","0.0","0.0009832382202148438","0.005516767501831055","0.0","no-display-screen","0.28963327407836914"
"0.018470287322998047","0.0009663105010986328","0.0","0.003968715667724609","0.0","no-display-screen","0.03241395950317383"
"0.02292156219482422","0.0005433559417724609","0.0","0.006547212600708008","0.00010704994201660156","0.1425614356994629","0.2727494239807129"
"0.016353130340576172","smaller than MIN_SIZE_REDUCE","0.0009908676147460938","0.006977558135986328","0.0","no-display-screen","0.2895660400390625"
"0.017525196075439453","0.0","0.0","0.0032477378845214844","0.0","no-display-screen","0.03496599197387695"
"0.010642290115356445","0.0024373531341552734","0.0006461143493652344","0.007946968078613281","0.0","0.13971662521362305","0.17411398887634277"
"0.01595926284790039","0.0","0.0011277198791503906","0.0060825347900390625","0.0","no-display-screen","0.3003687858581543"
"0.00498652458190918","0.0","0.0009970664978027344","0.0019941329956054688","0.0","no-display-screen","0.014956474304199219"
"0.007978439331054688","0.0","0.0","0.0043087005615234375","0.0","0.08713030815124512","0.10741949081420898"
"0.01703333854675293","0.0","0.0008623600006103516","0.007980108261108398","0.0","no-display-screen","0.10604286193847656"
"0.011223077774047852","smaller than MIN_SIZE_REDUCE","0.0006716251373291016","0.002654552459716797","0.00032591819763183594","no-display-screen","0.020230531692504883"
"0.013726472854614258","0.0","0.0","0.006970405578613281","0.0","0.14635062217712402","0.19800806045532227"
"0.014297723770141602","0.0010066032409667969","0.0004088878631591797","0.006969928741455078","0.0","no-display-screen","0.30284786224365234"
"0.010132789611816406","smaller than MIN_SIZE_REDUCE","0.0","0.0018718242645263672","0.0","no-display-screen","0.05993294715881348"
"0.01587843894958496","0.0","0.0","0.002065420150756836","0.0","0.15092182159423828","0.1876678466796875"
"0.014535188674926758","0.0010025501251220703","0.0","0.002965688705444336","0.0","no-display-screen","0.05360531806945801"
"0.006984233856201172","0.0","0.0","0.0013022422790527344","0.0","no-display-screen","0.009318113327026367"
"0.008101463317871094","0.0009975433349609375","smaller than MIN_SIZE_REDUCE","0.0019948482513427734","0.0","0.07501506805419922","0.10236382484436035"
"0.018661975860595703","0.0","0.0012536048889160156","0.006289482116699219","0.00022530555725097656","no-display-screen","0.06527853012084961"
"0.007739543914794922","smaller than MIN_SIZE_REDUCE","0.0","0.0015032291412353516","0.0","no-display-screen","0.009955406188964844"
"0.007139921188354492","0.0","0.000997781753540039","0.004097461700439453","0.0","0.06985020637512207","0.10024619102478027"
"0.01764369010925293","0.0","0.0011532306671142578","0.004426002502441406","0.0","no-display-screen","0.06287407875061035"
"0.004984855651855469","0.0","0.0","0.0","0.0","no-display-screen","0.006980180740356445"
"0.007528781890869141","0.0","0.0009996891021728516","0.0030117034912109375","0.0","0.08852195739746094","0.11861181259155273"
"0.016338586807250977","0.0009963512420654297","0.0","0.004984378814697266","0.0005471706390380859","no-display-screen","0.07209038734436035"
"0.004985809326171875","0.0","0.0","0.000997304916381836","0.0","no-display-screen","0.006982326507568359"
"0.005850791931152344","0.0","0.0","0.0026259422302246094","0.0","0.09854769706726074","0.12983369827270508"
"0.014622688293457031","0.0","0.001504659652709961","0.005486965179443359","0.0","no-display-screen","0.05164217948913574"
"0.00663304328918457","smaller than MIN_SIZE_REDUCE","0.0","0.0010616779327392578","0.0","no-display-screen","0.0080413818359375"
"0.008596420288085938","0.0","0.0007655620574951172","0.0037581920623779297","0.0","0.10740423202514648","0.140916109085083"
"0.012104511260986328","0.0","0.0","0.0036020278930664062","0.0","no-display-screen","0.07003283500671387"
"0.008179426193237305","0.0","0.0","0.0019953250885009766","0.0","no-display-screen","0.012172222137451172"
"0.008186578750610352","0.0","0.0","0.002062082290649414","0.0009992122650146484","0.07409000396728516","0.10596323013305664"
"0.012525081634521484","0.001081705093383789","0.0","0.006077289581298828","0.0010035037994384766","no-display-screen","0.07251501083374023"
"0.005968332290649414","0.0","0.0","0.0009968280792236328","0.0","no-display-screen","0.00803065299987793"
"0.007969379425048828","0.0","0.0","0.0009958744049072266","0.0","0.06800532341003418","0.09452009201049805"
"0.013978719711303711","0.0009818077087402344","0.0","0.005693197250366211","0.0","no-display-screen","0.05804443359375"
"0.010030746459960938","smaller than MIN_SIZE_REDUCE","0.0004329681396484375","0.002976655960083008","0.0","no-display-screen","0.014008760452270508"
"0.0059833526611328125","0.0","0.0009975433349609375","0.001995086669921875","0.0","0.20212459564208984","0.22089195251464844"
"0.013516902923583984","0.0","2.2411346435546875e-05","0.00773930549621582","0.0","no-display-screen","0.2939455509185791"
"0.01594853401184082","0.0","0.0","0.0009963512420654297","0.0","no-display-screen","0.14483165740966797"
"0.023604631423950195","0.0","0.0007004737854003906","0.0031583309173583984","0.0","0.21961450576782227","0.4598536491394043"
"0.015020370483398438","0.0009953975677490234","0.0","0.005661487579345703","0.0009975433349609375","no-display-screen","0.23201894760131836"
"0.006632566452026367","smaller than MIN_SIZE_REDUCE","0.0007085800170898438","0.0009484291076660156","0.0","no-display-screen","0.025094270706176758"
"0.017712116241455078","0.0005295276641845703","0.00033926963806152344","0.009009122848510742","0.0006170272827148438","0.22801542282104492","0.28001880645751953"
"0.0168154239654541","0.0","0.0009953975677490234","0.007839202880859375","0.0006515979766845703","no-display-screen","0.29926586151123047"
"0.011519908905029297","0.0","0.0","0.0022344589233398438","0.0","no-display-screen","0.07258796691894531"
"0.027100563049316406","0.0005252361297607422","0.0005211830139160156","0.0038177967071533203","0.0005178451538085938","0.24701213836669922","0.3643507957458496"
"0.014996767044067383","0.0006654262542724609","0.0012595653533935547","0.005880117416381836","0.0","no-display-screen","0.26958608627319336"
"0.017953872680664062","smaller than MIN_SIZE_REDUCE","smaller than MIN_SIZE_REDUCE","0.0009913444519042969","0.0","no-display-screen","0.1410055160522461"
"0.018481969833374023","0.0005698204040527344","0.0","0.0026285648345947266","0.0006549358367919922","0.231062650680542","0.46856117248535156"
"0.01465916633605957","0.0","0.0","0.006437540054321289","0.00029754638671875","no-display-screen","0.27191591262817383"
"0.012290716171264648","0.0","0.0010101795196533203","0.0030057430267333984","0.0010039806365966797","no-display-screen","0.038016319274902344"
"0.014516592025756836","0.0","0.00023603439331054688","0.0034399032592773438","0.0","0.22365784645080566","0.2571070194244385"
"0.014322280883789062","0.00026297569274902344","0.001203298568725586","0.007869958877563477","0.0","no-display-screen","0.07960796356201172"
"0.008931398391723633","0.0009887218475341797","0.0","0.00200653076171875","0.0","no-display-screen","0.014192819595336914"
"0.016904115676879883","0.0","0.0","0.006606340408325195","0.0","0.13392305374145508","0.16999387741088867"
"0.015982389450073242","0.0005307197570800781","0.0","0.005167245864868164","0.0005238056182861328","no-display-screen","0.09149456024169922"
"0.006295919418334961","0.0","0.0","0.001055002212524414","0.0","no-display-screen","0.008347034454345703"
"0.0070018768310546875","0.0009980201721191406","0.0","0.0029892921447753906","0.0","0.08368325233459473","0.11245584487915039"
"0.009866952896118164","0.0","0.0","0.001993894577026367","0.0010004043579101562","no-display-screen","0.052765846252441406"
"0.007964611053466797","smaller than MIN_SIZE_REDUCE","0.0","0.001119375228881836","0.0009996891021728516","no-display-screen","0.014206409454345703"
"0.006058692932128906","0.0","0.0010120868682861328","0.0010120868682861328","0.0","0.06893682479858398","0.0934748649597168"
"0.010547399520874023","smaller than MIN_SIZE_REDUCE","0.0","0.002981424331665039","0.0010030269622802734","no-display-screen","0.05619549751281738"
"0.007032871246337891","0.0","0.0","0.0","0.0","no-display-screen","0.00937962532043457"
"0.007909297943115234","smaller than MIN_SIZE_REDUCE","0.0009984970092773438","0.001995563507080078","0.0","0.13094568252563477","0.1618518829345703"
"0.01538538932800293","0.0","0.00099945068359375","0.0076029300689697266","0.0","no-display-screen","0.06209397315979004"
"0.009547710418701172","0.0","0.0","0.0020461082458496094","0.0","no-display-screen","0.030603408813476562"
"0.020259618759155273","0.0","0.0032744407653808594","0.007504940032958984","0.0","0.16260290145874023","0.32146692276000977"
"0.012257099151611328","0.0","0.0","0.0034873485565185547","0.0009882450103759766","no-display-screen","0.30601954460144043"
"0.010048389434814453","smaller than MIN_SIZE_REDUCE","0.000995635986328125","0.000995635986328125","0.0","no-display-screen","0.061739444732666016"
"0.018041610717773438","0.00047779083251953125","0.0","0.0020034313201904297","0.0","0.14528632164001465","0.25801706314086914"
"0.014793872833251953","0.0","0.001054525375366211","0.0030777454376220703","0.0009171962738037109","no-display-screen","0.29665708541870117"
"0.013031005859375","0.0010190010070800781","0.0005424022674560547","0.0049440860748291016","0.0005791187286376953","no-display-screen","0.03277587890625"
"0.013370275497436523","smaller than MIN_SIZE_REDUCE","0.0009982585906982422","0.002969026565551758","0.0","0.24513506889343262","0.2767300605773926"
"0.014597892761230469","0.0008714199066162109","0.0","0.004919767379760742","0.000431060791015625","no-display-screen","0.3014061450958252"
"0.012880802154541016","0.000995635986328125","smaller than MIN_SIZE_REDUCE","0.005096435546875","0.0008957386016845703","no-display-screen","0.026912450790405273"
"0.01308584213256836","0.0","0.0","0.0009646415710449219","0.0","0.23098301887512207","0.2614452838897705"
"0.013980865478515625","0.0014624595642089844","0.0008573532104492188","0.004880666732788086","0.0","no-display-screen","0.20883393287658691"
"0.009763717651367188","smaller than MIN_SIZE_REDUCE","0.0","0.003988027572631836","0.0","no-display-screen","0.04286837577819824"
"0.012958049774169922","smaller than MIN_SIZE_REDUCE","0.001024484634399414","0.0019903182983398438","0.0","0.23241901397705078","0.2555077075958252"
"0.014224767684936523","0.0005333423614501953","0.0","0.00555729866027832","0.0","no-display-screen","0.08588266372680664"
"0.010170221328735352","0.0","0.0","0.0019974708557128906","0.0009894371032714844","no-display-screen","0.0144500732421875"
"0.015484809875488281","0.0","0.0","0.006684780120849609","0.0","0.15363788604736328","0.18958568572998047"
"0.01705765724182129","0.0009968280792236328","0.0","0.005557060241699219","0.0","no-display-screen","0.054938554763793945"
