speed,speed_cal_t,position,target_position,angle,angle_cal_t,PID_cal_t
"30","0.002992391586303711","4.515418585244555","4.51","0.01","0.01","0.003994941711425781"
"30","0.00299072265625","4.527793294036594","4.51","0.01","0.01","0.0040171146392822266"
"30","0.003065347671508789","4.540151290520825","4.49","0.01","0.01","0.004526376724243164"
"30","0.0019910335540771484","4.55250083854487","4.49","0.01","0.01","0.004641294479370117"
"30","0.0009996891021728516","4.564846443277508","5.18","0.02","0.01","0.001996755599975586"
"30","0.0020170211791992188","4.577314676971453","5.16","0.02","0.01","0.0050106048583984375"
"30","0.000997781753540039","4.5899392821567435","5.15","0.02","0.01","0.0037631988525390625"
"30","0.0009975433349609375","4.6027023624790715","4.57","0.01","0.01","0.003988027572631836"
"30","0.001993894577026367","4.615455175231571","4.6","0.01","0.01","0.0029914379119873047"
"30","0.0009975433349609375","4.628148122726387","4.68","0.01","0.01","0.0029926300048828125"
"30","0.003007650375366211","4.640791007194871","5.22","0.02","0.01","0.004000663757324219"
"30","0.0010216236114501953","4.653529722368566","5.45","0.03","0.01","0.0040166378021240234"
"30","0.0020852088928222656","4.6665374356001035","4.63","0.01","0.01","0.005336761474609375"
"30","0.003007173538208008","4.679587631606416","5.52","0.03","0.01","0.0050334930419921875"
"30","0.0019931793212890625","4.692823892764391","4.66","0.01","0.01","0.0049855709075927734"
"30","0.0009846687316894531","4.706056380058159","4.65","0.01","0.01","0.00397944450378418"
"30","0.002518892288208008","4.719205059883885","4.66","0.01","0.01","0.005510091781616211"
"30","0.0010118484497070312","4.73227883337881","5.3","0.02","0.01","0.0030264854431152344"
"30","0.002994060516357422","4.745429736380781","5.53","0.03","0.01","0.005986928939819336"
"30","0.002001523971557617","4.758836575690102","5.31","0.02","0.01","0.0049898624420166016"
"30","0.0013866424560546875","4.772400387576731","5.31","0.02","0.01","0.003431558609008789"
"30","0.0019943714141845703","4.786049537262713","5.56","0.03","0.01","0.003989696502685547"
"30","0.001993417739868164","4.799884286517163","4.74","0.01","0.01","0.003989696502685547"
"30","0.001994609832763672","4.813684368130804","4.84","0.01","0.01","0.00400853157043457"
"30","0.0009927749633789062","4.827369696544099","5.61","0.03","0.01","0.0039980411529541016"
"30","0.0","4.8412043258690005","5.33","0.02","0.01","0.0019927024841308594"
"30","0.0009949207305908203","4.855161775299684","5.57","0.03","0.01","0.0020132064819335938"
"30","0.002991914749145508","4.869322216272987","5.41","0.02","0.01","0.004986763000488281"
"30","0.0019927024841308594","4.8835757505598885","5.64","0.03","0.01","0.004985809326171875"
"30","0.0029897689819335938","4.897989556198965","5.68","0.03","0.01","0.004985332489013672"
"30","0.0009987354278564453","4.912588061123","5.78","0.03","0.01","0.0020029544830322266"
"30","0.000997781753540039","4.927359108401048","5.66","0.03","0.01","0.0030095577239990234"
"30","0.003069162368774414","4.942284797570396","5.94","0.03","0.01","0.0054967403411865234"
"30","0.0009984970092773438","4.957350829472839","4.98","0.01","0.01","0.0025305747985839844"
"30","0.0009357929229736328","4.972300136084709","5.37","0.02","0.01","0.0029294490814208984"
"30","0.002987384796142578","4.98718740939659","5.46","0.02","0.01","0.006105899810791016"
"30","0.0020208358764648438","5.002079353792363","5.44","0.02","0.01","0.004523754119873047"
"30","0.0009987354278564453","5.017005357434692","5.12","0.01","0.01","0.0029916763305664062"
"30","0.0039899349212646484","5.031850802967327","5.46","0.02","0.01","0.005986928939819336"
"30","0.0030815601348876953","5.046707641226429","5.29","0.02","0.01","0.0050945281982421875"
"30","0.001994609832763672","5.061624279147669","5.84","0.03","0.01","0.003989219665527344"
"30","0.0029916763305664062","5.076728543350194","5.44","0.02","0.01","0.005125284194946289"
"30","0.001995086669921875","5.0919199085310956","6.08","0.03","0.01","0.00498652458190918"
"30","0.0018868446350097656","5.107262159776328","5.61","0.02","0.01","0.0038843154907226562"
"30","0.001986980438232422","5.122651086654212","5.42","0.02","0.01","0.003981590270996094"
"30","0.000997781753540039","5.138039966541949","5.45","0.02","0.01","0.002991199493408203"
"30","0.0009989738464355469","5.153429709094399","5.29","0.01","0.01","0.00400853157043457"
"30","0.0029931068420410156","5.168709201813954","5.73","0.02","0.01","0.0050067901611328125"
"30","0.0029914379119873047","5.183981702317594","5.35","0.01","0.01","0.004987239837646484"
"30","0.0009982585906982422","5.1991814904848495","5.51","0.02","0.01","0.00398707389831543"
"30","0.000997304916381836","5.214410349892876","5.18","0.01","0.01","0.0030138492584228516"
"30","3.218650817871094e-05","5.229590054246625","5.54","0.02","0.01","0.0020134449005126953"
"30","0.0019943714141845703","5.244811518371344","5.23","0.01","0.01","0.0049877166748046875"
"30","0.003012418746948242","5.259990249236255","5.33","0.01","0.01","0.006005764007568359"
"30","0.0024089813232421875","5.2750909352983895","5.39","0.01","0.01","0.0044324398040771484"
"30","0.002013683319091797","5.29012050441476","5.66","0.02","0.01","0.004060029983520508"
"30","0.002592325210571289","5.3052185511310395","5.38","0.01","0.01","0.005105018615722656"
"30","0.0019915103912353516","5.320306876993765","5.35","0.01","0.01","0.004988908767700195"
"30","0.002991914749145508","5.335343609419747","5.41","0.01","0.01","0.006073474884033203"
"30","0.0015041828155517578","5.350327891288835","5.34","0.01","0.01","0.00403594970703125"
"30","0.0032787322998046875","5.365270439943219","5.42","0.01","0.01","0.0059814453125"
"30","0.0031654834747314453","5.380182385261084","5.52","0.01","0.01","0.006158590316772461"
"30","0.0016605854034423828","5.3950719295947795","5.5","0.01","0.01","0.0047626495361328125"
"30","0.0019943714141845703","5.409944479255253","5.51","0.01","0.01","0.004614353179931641"
"30","0.003034353256225586","5.424803698787619","5.56","0.01","0.01","0.00605320930480957"
"30","0.001926422119140625","5.439652422328236","5.53","0.01","0.01","0.004262685775756836"
"30","0.0013759136199951172","5.454493176848103","5.5","0.01","0.01","0.00435185432434082"
"30","0.0031142234802246094","5.469328395783367","5.46","0.01","0.01","0.005131244659423828"
"30","0.002339601516723633","5.484160463043265","5.5","0.01","0.01","0.00393986701965332"
"30","0.0031991004943847656","5.498991691660678","5.44","0.01","0.01","0.005501747131347656"
"30","0.0019948482513427734","5.513824291703074","5.44","0.01","0.01","0.003989696502685547"
"30","0.002208232879638672","5.528660347295906","5.66","0.01","0.01","0.006299495697021484"
"30","0.0019974708557128906","5.543501805238368","5.97","0.02","0.01","0.005003213882446289"
"30","0.0025794506072998047","5.558473956405982","5.54","0.01","0.01","0.004530191421508789"
